Product_ID;Category;Sub_Category;Product_Name
OFF-AR-10004752;Office Supplies;Art;Blackstonian Pencils
OFF-AR-10004790;Office Supplies;Art;Staples in misc. colors
OFF-AR-10004930;Office Supplies;Art;Turquoise Lead Holder with Pocket Clip
OFF-AR-10004974;Office Supplies;Art;Newell 342
OFF-BI-10000014;Office Supplies;Binders;Heavy-Duty E-Z-D Binders
OFF-BI-10000050;Office Supplies;Binders;Angle-D Binders with Locking Rings  Label Holders
OFF-BI-10000088;Office Supplies;Binders;GBC Imprintable Covers
OFF-BI-10000138;Office Supplies;Binders;Acco Translucent Poly Ring Binders
OFF-BI-10000174;Office Supplies;Binders;Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders  Clear
OFF-BI-10000216;Office Supplies;Binders;Mead 1st Gear 2 Zipper Binder  Asst. Colors
OFF-BI-10000285;Office Supplies;Binders;XtraLife ClearVue Slant-D Ring Binders by Cardinal
OFF-BI-10000309;Office Supplies;Binders;GBC Twin Loop Wire Binding Elements  9/16 Spine  Black
OFF-BI-10000320;Office Supplies;Binders;GBC Plastic Binding Combs
OFF-BI-10000404;Office Supplies;Binders;Avery Printable Repositionable Plastic Tabs
OFF-BI-10000494;Office Supplies;Binders;Acco Economy Flexible Poly Round Ring Binder
OFF-BI-10000546;Office Supplies;Binders;Avery Durable Binders
OFF-BI-10000605;Office Supplies;Binders;Acco Pressboard Covers with Storage Hooks  9 1/2 x 11  Executive Red
OFF-BI-10000666;Office Supplies;Binders;Surelock Post Binders
OFF-BI-10000773;Office Supplies;Binders;Insertable Tab Post Binder Dividers
OFF-BI-10000822;Office Supplies;Binders;Acco PRESSTEX Data Binder with Storage Hooks  Light Blue  9 1/2 X 11
OFF-BI-10000831;Office Supplies;Binders;Storex Flexible Poly Binders with Double Pockets
OFF-BI-10000948;Office Supplies;Binders;GBC Laser Imprintable Binding System Covers  Desert Sand
OFF-BI-10000977;Office Supplies;Binders;Ibico Plastic Spiral Binding Combs
OFF-BI-10001036;Office Supplies;Binders;Cardinal EasyOpen D-Ring Binders
OFF-BI-10001072;Office Supplies;Binders;GBC Clear Cover  8-1/2 x 11  unpunched  25 covers per pack
OFF-BI-10001097;Office Supplies;Binders;Avery Hole Reinforcements
OFF-BI-10001107;Office Supplies;Binders;GBC White Gloss Covers  Plain Front
OFF-BI-10001120;Office Supplies;Binders;Ibico EPK-21 Electric Binding System
OFF-BI-10001153;Office Supplies;Binders;Ibico Recycled Grain-Textured Covers
OFF-BI-10001196;Office Supplies;Binders;Avery Flip-Chart Easel Binder  Black
OFF-BI-10001267;Office Supplies;Binders;Universal Recycled Hanging Pressboard Report Binders  Letter Size
OFF-BI-10001308;Office Supplies;Binders;GBC Standard Plastic Binding Systems Combs
OFF-BI-10001460;Office Supplies;Binders;Plastic Binding Combs
OFF-BI-10001524;Office Supplies;Binders;GBC Premium Transparent Covers with Diagonal Lined Pattern
OFF-BI-10001543;Office Supplies;Binders;GBC VeloBinder Manual Binding System
OFF-BI-10001575;Office Supplies;Binders;GBC Linen Binding Covers
OFF-BI-10001617;Office Supplies;Binders;GBC Wire Binding Combs
OFF-BI-10001634;Office Supplies;Binders;Wilson Jones Active Use Binders
OFF-BI-10001658;Office Supplies;Binders;GBC Standard Therm-A-Bind Covers
OFF-BI-10001679;Office Supplies;Binders;GBC Instant Index System for Binding Systems
OFF-BI-10001721;Office Supplies;Binders;Trimflex Flexible Post Binders
OFF-BI-10001758;Office Supplies;Binders;Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders
OFF-BI-10001765;Office Supplies;Binders;Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges
OFF-BI-10001890;Office Supplies;Binders;Avery Poly Binder Pockets
OFF-BI-10001922;Office Supplies;Binders;Storex Dura Pro Binders
OFF-BI-10001989;Office Supplies;Binders;Premium Transparent Presentation Covers by GBC
OFF-BI-10002012;Office Supplies;Binders;Wilson Jones Easy Flow II Sheet Lifters
OFF-BI-10002049;Office Supplies;Binders;UniKeep View Case Binders
OFF-BI-10002072;Office Supplies;Binders;Cardinal Slant-D Ring Binders
OFF-BI-10002103;Office Supplies;Binders;Cardinal Slant-D Ring Binder  Heavy Gauge Vinyl
OFF-BI-10002160;Office Supplies;Binders;Acco Hanging Data Binders
OFF-BI-10002215;Office Supplies;Binders;Wilson Jones Hanging View Binder  White  1
OFF-BI-10002309;Office Supplies;Binders;Avery Heavy-Duty EZD  Binder With Locking Rings
OFF-BI-10002393;Office Supplies;Binders;Binder Posts
OFF-BI-10002414;Office Supplies;Binders;GBC ProClick Spines for 32-Hole Punch
OFF-BI-10002432;Office Supplies;Binders;Wilson Jones Standard D-Ring Binders
OFF-BI-10002498;Office Supplies;Binders;Clear Mylar Reinforcing Strips
OFF-BI-10002571;Office Supplies;Binders;Avery Framed View Binder  EZD Ring (Locking)  Navy  1 1/2
OFF-BI-10002706;Office Supplies;Binders;Avery Premier Heavy-Duty Binder with Round Locking Rings
OFF-BI-10002764;Office Supplies;Binders;Recycled Pressboard Report Cover with Reinforced Top Hinge
OFF-BI-10002799;Office Supplies;Binders;SlimView Poly Binder  3/8
OFF-BI-10002824;Office Supplies;Binders;Recycled Easel Ring Binders
OFF-BI-10002852;Office Supplies;Binders;Ibico Standard Transparent Covers
OFF-BI-10002867;Office Supplies;Binders;GBC Recycled Regency Composition Covers
OFF-BI-10002931;Office Supplies;Binders;Avery Trapezoid Extra Heavy Duty 4 Binders
OFF-BI-10002954;Office Supplies;Binders;Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders
OFF-BI-10002982;Office Supplies;Binders;Avery Self-Adhesive Photo Pockets for Polaroid Photos
OFF-BI-10003091;Office Supplies;Binders;GBC DocuBind TL200 Manual Binding Machine
OFF-BI-10003166;Office Supplies;Binders;GBC Plasticlear Binding Covers
OFF-BI-10003274;Office Supplies;Binders;Avery Durable Slant Ring Binders  No Labels
OFF-BI-10003305;Office Supplies;Binders;Avery Hanging File Binders
OFF-BI-10003350;Office Supplies;Binders;Acco Expandable Hanging Binders
OFF-BI-10003364;Office Supplies;Binders;Binding Machine Supplies
OFF-BI-10003460;Office Supplies;Binders;Acco 3-Hole Punch
OFF-BI-10003527;Office Supplies;Binders;Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind
OFF-BI-10003638;Office Supplies;Binders;GBC Durable Plastic Covers
OFF-BI-10003655;Office Supplies;Binders;Durable Pressboard Binders
OFF-BI-10003669;Office Supplies;Binders;3M Organizer Strips
OFF-BI-10003684;Office Supplies;Binders;Wilson Jones Legal Size Ring Binders
OFF-BI-10003707;Office Supplies;Binders;Aluminum Screw Posts
OFF-BI-10003712;Office Supplies;Binders;Acco Pressboard Covers with Storage Hooks  14 7/8 x 11  Light Blue
OFF-BI-10003719;Office Supplies;Binders;Large Capacity Hanging Post Binders
OFF-BI-10003784;Office Supplies;Binders;Computer Printout Index Tabs
OFF-BI-10003910;Office Supplies;Binders;DXL Angle-View Binders with Locking Rings by Samsill
OFF-BI-10003963;Office Supplies;Binders;Cardinal Holdit Data Disk Pockets
OFF-BI-10003982;Office Supplies;Binders;Wilson Jones Century Plastic Molded Ring Binders
OFF-BI-10004001;Office Supplies;Binders;GBC Recycled VeloBinder Covers
OFF-BI-10004022;Office Supplies;Binders;Acco Suede Grain Vinyl Round Ring Binder
OFF-BI-10004094;Office Supplies;Binders;GBC Standard Plastic Binding Systems Combs
OFF-BI-10004139;Office Supplies;Binders;Fellowes Presentation Covers for Comb Binding Machines
OFF-BI-10004141;Office Supplies;Binders;Insertable Tab Indexes For Data Binders
OFF-BI-10004187;Office Supplies;Binders;3-ring staple pack
OFF-BI-10004224;Office Supplies;Binders;Catalog Binders with Expanding Posts
OFF-BI-10004233;Office Supplies;Binders;GBC Pre-Punched Binding Paper  Plastic  White  8-1/2 x 11
OFF-BI-10004308;Office Supplies;Binders;Avery Legal 4-Ring Binder
OFF-BI-10004330;Office Supplies;Binders;GBC Velobind Prepunched Cover Sets  Regency Series
OFF-BI-10004364;Office Supplies;Binders;Storex Dura Pro Binders
OFF-BI-10004410;Office Supplies;Binders;C-Line Peel & Stick Add-On Filing Pockets  8-3/4 x 5-1/8  10/Pack
OFF-BI-10004492;Office Supplies;Binders;Tuf-Vin Binders
OFF-BI-10004519;Office Supplies;Binders;GBC DocuBind P100 Manual Binding Machine
OFF-BI-10004584;Office Supplies;Binders;GBC ProClick 150 Presentation Binding System
OFF-BI-10004600;Office Supplies;Binders;Ibico Ibimaster 300 Manual Binding System
OFF-BI-10004654;Office Supplies;Binders;Avery Binding System Hidden Tab Executive Style Index Sets
OFF-BI-10004716;Office Supplies;Binders;Wilson Jones Hanging Recycled Pressboard Data Binders
OFF-BI-10004738;Office Supplies;Binders;Flexible Leather- Look Classic Collection Ring Binder
OFF-BI-10004817;Office Supplies;Binders;GBC Personal VeloBind Strips
OFF-BI-10004828;Office Supplies;Binders;GBC Poly Designer Binding Covers
OFF-BI-10004965;Office Supplies;Binders;Ibico Covers for Plastic or Wire Binding Elements
OFF-BI-10004970;Office Supplies;Binders;ACCOHIDE 3-Ring Binder  Blue  1
OFF-EN-10000056;Office Supplies;Envelopes;Cameo Buff Policy Envelopes
OFF-EN-10000483;Office Supplies;Envelopes;White Envelopes  White Envelopes with Clear Poly Window
OFF-EN-10000927;Office Supplies;Envelopes;Jet-Pak Recycled Peel N Seal Padded Mailers
OFF-EN-10001028;Office Supplies;Envelopes;Staple envelope
OFF-EN-10001137;Office Supplies;Envelopes;#10 Gummed Flap White Envelopes  100/Box
OFF-EN-10001219;Office Supplies;Envelopes;#10- 4 1/8 x 9 1/2 Security-Tint Envelopes
OFF-EN-10001415;Office Supplies;Envelopes;Staple envelope
OFF-EN-10001453;Office Supplies;Envelopes;Tyvek Interoffice Envelopes  9 1/2 x 12 1/2  100/Box
OFF-EN-10001532;Office Supplies;Envelopes;Brown Kraft Recycled Envelopes
OFF-EN-10001539;Office Supplies;Envelopes;Staple envelope
OFF-EN-10001990;Office Supplies;Envelopes;Staple envelope
OFF-EN-10002312;Office Supplies;Envelopes;#10 Self-Seal White Envelopes
OFF-EN-10002504;Office Supplies;Envelopes;Tyvek  Top-Opening Peel & Seel Envelopes  Plain White
OFF-EN-10002600;Office Supplies;Envelopes;Redi-Strip #10 Envelopes  4 1/8 x 9 1/2
OFF-EN-10002831;Office Supplies;Envelopes;Tyvek  Top-Opening Peel & Seel  Envelopes  Gray
OFF-EN-10002986;Office Supplies;Envelopes;#10-4 1/8 x 9 1/2 Premium Diagonal Seam Envelopes
OFF-EN-10003040;Office Supplies;Envelopes;Quality Park Security Envelopes
OFF-EN-10003068;Office Supplies;Envelopes;#6 3/4 Gummed Flap White Envelopes
OFF-EN-10003134;Office Supplies;Envelopes;Staple envelope
OFF-EN-10003286;Office Supplies;Envelopes;Staple envelope
OFF-EN-10003448;Office Supplies;Envelopes;Peel & Seel Recycled Catalog Envelopes  Brown
OFF-EN-10003798;Office Supplies;Envelopes;Recycled Interoffice Envelopes with Re-Use-A-Seal Closure  10 x 13
OFF-EN-10003862;Office Supplies;Envelopes;Laser & Ink Jet Business Envelopes
OFF-EN-10004030;Office Supplies;Envelopes;Convenience Packs of Business Envelopes
OFF-EN-10004206;Office Supplies;Envelopes;Multimedia Mailers
OFF-EN-10004459;Office Supplies;Envelopes;Security-Tint Envelopes
OFF-EN-10004773;Office Supplies;Envelopes;Staple envelope
OFF-EN-10004955;Office Supplies;Envelopes;Fashion Color Clasp Envelopes
OFF-FA-10000089;Office Supplies;Fasteners;Acco Glide Clips
OFF-FA-10000254;Office Supplies;Fasteners;Sterling Rubber Bands by Alliance
OFF-FA-10000490;Office Supplies;Fasteners;OIC Binder Clips  Mini  1/4 Capacity  Black
OFF-FA-10000611;Office Supplies;Fasteners;Binder Clips by OIC
OFF-FA-10000624;Office Supplies;Fasteners;OIC Binder Clips
OFF-FA-10000840;Office Supplies;Fasteners;OIC Thumb-Tacks
OFF-FA-10000992;Office Supplies;Fasteners;Acco Clips to Go Binder Clips  24 Clips in Two Sizes
OFF-FA-10001229;Office Supplies;Fasteners;Staples
OFF-FA-10001561;Office Supplies;Fasteners;Stockwell Push Pins
OFF-FA-10001843;Office Supplies;Fasteners;Staples
OFF-FA-10002280;Office Supplies;Fasteners;Advantus Plastic Paper Clips
OFF-FA-10002701;Office Supplies;Fasteners;Alliance Rubber Bands
OFF-FA-10002780;Office Supplies;Fasteners;Staples
OFF-FA-10002975;Office Supplies;Fasteners;Staples
OFF-FA-10002988;Office Supplies;Fasteners;Ideal Clamps
OFF-FA-10003059;Office Supplies;Fasteners;Assorted Color Push Pins
OFF-FA-10003467;Office Supplies;Fasteners;Alliance Big Bands Rubber Bands  12/Pack
OFF-FA-10003485;Office Supplies;Fasteners;Staples
OFF-FA-10004076;Office Supplies;Fasteners;Translucent Push Pins by OIC
OFF-FA-10004395;Office Supplies;Fasteners;Plymouth Boxed Rubber Bands by Plymouth
OFF-FA-10004854;Office Supplies;Fasteners;Vinyl Coated Wire Paper Clips in Organizer Box  800/Box
OFF-LA-10000081;Office Supplies;Labels;Avery 496
OFF-LA-10000134;Office Supplies;Labels;Avery 511
OFF-LA-10000248;Office Supplies;Labels;Avery 52
OFF-LA-10000305;Office Supplies;Labels;Avery 495
OFF-LA-10000414;Office Supplies;Labels;Avery 503
OFF-LA-10000452;Office Supplies;Labels;Avery 488
OFF-LA-10000634;Office Supplies;Labels;Avery 509
OFF-LA-10001045;Office Supplies;Labels;Permanent Self-Adhesive File Folder Labels for Typewriters by Universal
OFF-LA-10001158;Office Supplies;Labels;Avery Address/Shipping Labels for Typewriters  4 x 2
OFF-LA-10001297;Office Supplies;Labels;Avery 473
OFF-LA-10001404;Office Supplies;Labels;Avery 517
OFF-LA-10001569;Office Supplies;Labels;Avery 499
OFF-LA-10001641;Office Supplies;Labels;Avery 518
OFF-LA-10001934;Office Supplies;Labels;Avery 516
OFF-LA-10002034;Office Supplies;Labels;Avery 478
OFF-LA-10002195;Office Supplies;Labels;Avery 481
OFF-LA-10002312;Office Supplies;Labels;Avery 490
OFF-LA-10002381;Office Supplies;Labels;Avery 497
OFF-LA-10002475;Office Supplies;Labels;Avery 519
OFF-LA-10002787;Office Supplies;Labels;Avery 480
OFF-LA-10003077;Office Supplies;Labels;Avery 500
OFF-LA-10003148;Office Supplies;Labels;Avery 51
OFF-LA-10003223;Office Supplies;Labels;Avery 508
OFF-LA-10003498;Office Supplies;Labels;Avery 475
OFF-LA-10003537;Office Supplies;Labels;Avery 515
OFF-LA-10003714;Office Supplies;Labels;Avery 510
OFF-LA-10003766;Office Supplies;Labels;Self-Adhesive Removable Labels
OFF-LA-10003930;Office Supplies;Labels;Dot Matrix Printer Tape Reel Labels  White  5000/Box
OFF-LA-10004055;Office Supplies;Labels;Color-Coded Legal Exhibit Labels
OFF-LA-10004178;Office Supplies;Labels;Avery 491
OFF-LA-10004345;Office Supplies;Labels;Avery 493
OFF-LA-10004425;Office Supplies;Labels;Staple-on labels
OFF-LA-10004544;Office Supplies;Labels;Avery 505
OFF-LA-10004559;Office Supplies;Labels;Avery 49
OFF-LA-10004689;Office Supplies;Labels;Avery 512
OFF-PA-10000007;Office Supplies;Paper;Telephone Message Books with Fax/Mobile Section  4 1/4 x 6
OFF-PA-10000029;Office Supplies;Paper;Xerox 224
OFF-PA-10000061;Office Supplies;Paper;Xerox 205
OFF-PA-10000069;Office Supplies;Paper;TOPS 4 x 6 Fluorescent Color Memo Sheets  500 Sheets per Pack
OFF-PA-10000130;Office Supplies;Paper;Xerox 199
OFF-PA-10000143;Office Supplies;Paper;Astroparche Fine Business Paper
OFF-PA-10000167;Office Supplies;Paper;Xerox 1925
OFF-PA-10000176;Office Supplies;Paper;Xerox 1887
OFF-PA-10000213;Office Supplies;Paper;Xerox 198
OFF-PA-10000232;Office Supplies;Paper;Xerox 1975
OFF-PA-10000246;Office Supplies;Paper;Riverleaf Stik-Withit Designer Note Cubes
OFF-PA-10000289;Office Supplies;Paper;Xerox 213
OFF-PA-10000300;Office Supplies;Paper;Xerox 1936
OFF-PA-10000308;Office Supplies;Paper;Xerox 1901
OFF-PA-10000327;Office Supplies;Paper;Xerox 1971
OFF-PA-10000350;Office Supplies;Paper;Message Book  Standard Line While You Were Out  5 1/2 X 4  200 Sets/Book
OFF-PA-10000380;Office Supplies;Paper;REDIFORM Incoming/Outgoing Call Register  11 X 8 1/2  100 Messages
OFF-PA-10000466;Office Supplies;Paper;Memo Book  100 Message Capacity  5 3/8” x 11”
OFF-PA-10000477;Office Supplies;Paper;Xerox 1952
OFF-PA-10000483;Office Supplies;Paper;Xerox 19
OFF-PA-10000520;Office Supplies;Paper;Xerox 201
OFF-PA-10000533;Office Supplies;Paper;Southworth Parchment Paper & Envelopes
OFF-PA-10000552;Office Supplies;Paper;Xerox 200
OFF-PA-10000565;Office Supplies;Paper;Easy-staple paper
OFF-PA-10000587;Office Supplies;Paper;Array Parchment Paper  Assorted Colors
OFF-PA-10000605;Office Supplies;Paper;Xerox 1950
OFF-PA-10000673;Office Supplies;Paper;Post-it “Important Message” Note Pad  Neon Colors  50 Sheets/Pad
OFF-PA-10000682;Office Supplies;Paper;Xerox 1924
OFF-PA-10000726;Office Supplies;Paper;Black Print Carbonless Snap-Off Rapid Letter  8 1/2 x 7
OFF-PA-10000743;Office Supplies;Paper;Xerox 1977
OFF-PA-10000791;Office Supplies;Paper;Wirebound Message Books  Four 2 3/4 x 5 Forms per Page  200 Sets per Book
OFF-PA-10000807;Office Supplies;Paper;TOPS Important Message Pads  Canary  4-1/4 x 5-1/2  50 Sheets per Pad
OFF-PA-10000859;Office Supplies;Paper;Unpadded Memo Slips
OFF-PA-10000955;Office Supplies;Paper;Southworth 25% Cotton Granite Paper & Envelopes
OFF-PA-10001001;Office Supplies;Paper;Snap-A-Way Black Print Carbonless Speed Message  No Reply Area  Duplicate
OFF-PA-10001033;Office Supplies;Paper;Xerox 1893
OFF-PA-10001144;Office Supplies;Paper;Xerox 1913
OFF-PA-10001184;Office Supplies;Paper;Xerox 1903
OFF-PA-10001215;Office Supplies;Paper;Xerox 1963
OFF-PA-10001246;Office Supplies;Paper;Xerox 215
OFF-PA-10001274;Office Supplies;Paper;Loose Memo Sheets
OFF-PA-10001289;Office Supplies;Paper;White Computer Printout Paper by Universal
OFF-PA-10001295;Office Supplies;Paper;Computer Printout Paper with Letter-Trim Perforations
OFF-PA-10001357;Office Supplies;Paper;Xerox 1886
OFF-PA-10001450;Office Supplies;Paper;Rediform S.O.S. Phone Message Books
OFF-PA-10001461;Office Supplies;Paper;HP Office Paper (20Lb. and 87 Bright)
OFF-PA-10001497;Office Supplies;Paper;Xerox 1914
OFF-PA-10001526;Office Supplies;Paper;Xerox 1949
OFF-PA-10001560;Office Supplies;Paper;Adams Telephone Message Books  5 1/4” x 11”
OFF-PA-10001583;Office Supplies;Paper;1/4 Fold Party Design Invitations & White Envelopes  24 8-1/2 X 11 Cards  25 Env./Pack
OFF-PA-10001609;Office Supplies;Paper;Tops Wirebound Message Log Books
OFF-PA-10001639;Office Supplies;Paper;Xerox 203
OFF-PA-10001667;Office Supplies;Paper;Great White Multi-Use Recycled Paper (20Lb. and 84 Bright)
OFF-PA-10001712;Office Supplies;Paper;Xerox 1948
OFF-PA-10001736;Office Supplies;Paper;Xerox 1880
OFF-PA-10001752;Office Supplies;Paper;Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright)
OFF-PA-10001776;Office Supplies;Paper;Wirebound Message Books  Four 2 3/4 x 5 Forms per Page  600 Sets per Book
OFF-PA-10001800;Office Supplies;Paper;Xerox 220
OFF-PA-10001804;Office Supplies;Paper;Xerox 195
OFF-PA-10001826;Office Supplies;Paper;Xerox 207
OFF-PA-10001838;Office Supplies;Paper;Adams Telephone Message Book W/Dividers/Space For Phone Numbers  5 1/4X8 1/2  300/Messages
OFF-PA-10001870;Office Supplies;Paper;Xerox 202
OFF-PA-10001892;Office Supplies;Paper;Rediform Wirebound Phone Memo Message Book  11 x 5-3/4
OFF-PA-10001937;Office Supplies;Paper;Xerox 21
OFF-PA-10001950;Office Supplies;Paper;Southworth 25% Cotton Antique Laid Paper & Envelopes
OFF-PA-10001952;Office Supplies;Paper;Xerox 1902
OFF-PA-10001970;Office Supplies;Paper;Xerox 1881
OFF-PA-10001977;Office Supplies;Paper;Xerox 194
OFF-PA-10002001;Office Supplies;Paper;Xerox 1984
OFF-PA-10002036;Office Supplies;Paper;Xerox 1930
OFF-PA-10002109;Office Supplies;Paper;Wirebound Voice Message Log Book
OFF-PA-10002137;Office Supplies;Paper;Southworth 100% Résumé Paper  24lb.
OFF-PA-10002195;Office Supplies;Paper;RSVP Cards & Envelopes  Blank White  8-1/2 X 11  24 Cards/25 Envelopes/Set
OFF-PA-10002230;Office Supplies;Paper;Xerox 1897
OFF-PA-10002246;Office Supplies;Paper;Wirebound Four 2-3/4 x 5 Forms per Page  400 Sets per Book
OFF-PA-10002254;Office Supplies;Paper;Xerox 1883
OFF-PA-10002259;Office Supplies;Paper;Geographics Note Cards  Blank  White  8 1/2 x 11
OFF-PA-10002319;Office Supplies;Paper;Xerox 1944
OFF-PA-10002365;Office Supplies;Paper;Xerox 1967
OFF-PA-10002421;Office Supplies;Paper;Embossed Ink Jet Note Cards
OFF-PA-10002479;Office Supplies;Paper;Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)
OFF-PA-10002552;Office Supplies;Paper;Xerox 1958
OFF-PA-10002581;Office Supplies;Paper;Xerox 1951
OFF-PA-10002606;Office Supplies;Paper;Xerox 1928
OFF-PA-10002659;Office Supplies;Paper;Avoid Verbal Orders Carbonless Minifold Book
OFF-PA-10002689;Office Supplies;Paper;Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright)
OFF-PA-10002713;Office Supplies;Paper;Adams Phone Message Book  200 Message Capacity  8 1/16” x 11”
OFF-PA-10002749;Office Supplies;Paper;Wirebound Message Books  5-1/2 x 4 Forms  2 or 4 Forms per Page
OFF-PA-10002764;Office Supplies;Paper;Easy-staple paper
OFF-PA-10002870;Office Supplies;Paper;Ampad Phone Message Book  Recycled  400 Message Capacity  5 ¾” x 11”
OFF-PA-10002923;Office Supplies;Paper;Xerox 1942
OFF-PA-10002960;Office Supplies;Paper;Xerox 1926
OFF-PA-10002986;Office Supplies;Paper;Xerox 1898
OFF-PA-10003016;Office Supplies;Paper;Adams While You Were Out Message Pads
OFF-PA-10003036;Office Supplies;Paper;Black Print Carbonless 8 1/2 x 8 1/4 Rapid Memo Book
OFF-PA-10003063;Office Supplies;Paper;EcoTones Memo Sheets
OFF-PA-10003127;Office Supplies;Paper;Easy-staple paper
OFF-PA-10003134;Office Supplies;Paper;Xerox 1937
OFF-PA-10003177;Office Supplies;Paper;Xerox 1999
OFF-PA-10003228;Office Supplies;Paper;Xerox 1917
OFF-PA-10003270;Office Supplies;Paper;Xerox 1954
OFF-PA-10003309;Office Supplies;Paper;Xerox 211
OFF-PA-10003363;Office Supplies;Paper;Xerox 204
OFF-PA-10003424;Office Supplies;Paper;While you Were Out Message Book  One Form per Page
OFF-PA-10003465;Office Supplies;Paper;Xerox 1912
OFF-PA-10003591;Office Supplies;Paper;Southworth 100% Cotton The Best Paper
OFF-PA-10003641;Office Supplies;Paper;Xerox 1909
OFF-PA-10003656;Office Supplies;Paper;Xerox 1935
OFF-PA-10003673;Office Supplies;Paper;Strathmore Photo Mount Cards
OFF-PA-10003729;Office Supplies;Paper;Xerox 1998
OFF-PA-10003790;Office Supplies;Paper;Xerox 1991
OFF-PA-10003823;Office Supplies;Paper;Xerox 197
OFF-PA-10003848;Office Supplies;Paper;Xerox 1997
OFF-PA-10003892;Office Supplies;Paper;Xerox 1943
OFF-PA-10003919;Office Supplies;Paper;Xerox 1989
OFF-PA-10003953;Office Supplies;Paper;Xerox 218
OFF-PA-10004000;Office Supplies;Paper;While You Were Out Pads  50 per Pad  4 x 5 1/4  Green Cycle
OFF-PA-10004039;Office Supplies;Paper;Xerox 1882
OFF-PA-10004041;Office Supplies;Paper;Its Hot Message Books with Stickers  2 3/4 x 5
OFF-PA-10004082;Office Supplies;Paper;Adams Telephone Message Book w/Frequently-Called Numbers Space  400 Messages per Book
OFF-PA-10004100;Office Supplies;Paper;Xerox 216
OFF-PA-10004156;Office Supplies;Paper;Xerox 188
OFF-PA-10004243;Office Supplies;Paper;Xerox 1939
OFF-PA-10004255;Office Supplies;Paper;Xerox 219
OFF-PA-10004327;Office Supplies;Paper;Xerox 1911
OFF-PA-10004355;Office Supplies;Paper;Xerox 231
OFF-PA-10004381;Office Supplies;Paper;14-7/8 x 11 Blue Bar Computer Printout Paper
OFF-PA-10004438;Office Supplies;Paper;Xerox 1907
OFF-PA-10004470;Office Supplies;Paper;Adams Write n Stick Phone Message Book  11 X 5 1/4  200 Messages
OFF-PA-10004519;Office Supplies;Paper;Spiral Phone Message Books with Labels by Adams
OFF-PA-10004569;Office Supplies;Paper;Wirebound Message Books  Two 4 1/4 x 5 Forms per Page
OFF-PA-10004610;Office Supplies;Paper;Xerox 1900
OFF-PA-10004665;Office Supplies;Paper;Advantus Motivational Note Cards
OFF-PA-10004675;Office Supplies;Paper;Telephone Message Books with Fax/Mobile Section  5 1/2 x 3 3/16
OFF-PA-10004734;Office Supplies;Paper;Southworth Structures Collection
OFF-PA-10004782;Office Supplies;Paper;Xerox 228
OFF-PA-10004911;Office Supplies;Paper;Rediform S.O.S. 1-Up Phone Message Bk  4-1/4x3-1/16 Bk  1 Form/Pg  40 Messages/Bk  3/Pk
OFF-PA-10004948;Office Supplies;Paper;Xerox 190
OFF-PA-10004971;Office Supplies;Paper;Xerox 196
OFF-PA-10004996;Office Supplies;Paper;Speediset Carbonless Redi-Letter 7 x 8 1/2
OFF-ST-10000036;Office Supplies;Storage;Recycled Data-Pak for Archival Bound Computer Printouts  12-1/2 x 12-1/2 x 16
OFF-ST-10000060;Office Supplies;Storage;Fellowes Bankers Box Staxonsteel Drawer File/Stacking System
OFF-ST-10000107;Office Supplies;Storage;Fellowes Super Stor/Drawer
OFF-ST-10000136;Office Supplies;Storage;Letter Size File
OFF-ST-10000321;Office Supplies;Storage;Akro Stacking Bins
OFF-ST-10000352;Office Supplies;Storage;Acco Perma 2700 Stacking Storage Drawers
OFF-ST-10000464;Office Supplies;Storage;Multi-Use Personal File Cart and Caster Set  Three Stacking Bins
OFF-ST-10000563;Office Supplies;Storage;Fellowes Bankers Box Stor/Drawer Steel Plus
OFF-ST-10000604;Office Supplies;Storage;Home/Office Personal File Carts
OFF-ST-10000617;Office Supplies;Storage;Woodgrain Magazine Files by Perma
OFF-ST-10000642;Office Supplies;Storage;Tennsco Lockers  Gray
OFF-ST-10000675;Office Supplies;Storage;File Shuttle II and Handi-File  Black
OFF-ST-10000689;Office Supplies;Storage;Fellowes Strictly Business Drawer File  Letter/Legal Size
OFF-ST-10000760;Office Supplies;Storage;Eldon Fold N Roll Cart System
OFF-ST-10000798;Office Supplies;Storage;2300 Heavy-Duty Transfer File Systems by Perma
OFF-ST-10000877;Office Supplies;Storage;Recycled Steel Personal File for Standard File Folders
OFF-ST-10000918;Office Supplies;Storage;Crate-A-Files
OFF-ST-10000943;Office Supplies;Storage;Eldon ProFile File N Store Portable File Tub Letter/Legal Size Black
OFF-ST-10001031;Office Supplies;Storage;Adjustable Personal File Tote
OFF-ST-10001097;Office Supplies;Storage;Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers
OFF-ST-10001172;Office Supplies;Storage;Tennsco Lockers  Sand
OFF-ST-10001272;Office Supplies;Storage;Mini 13-1/2 Capacity Data Binder Rack  Pearl
